instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,total_hour
245.0,2011-01-11,1,0,1,13.0,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,52.0
246.0,2011-01-11,1,0,1,14.0,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,63.0
247.0,2011-01-11,1,0,1,15.0,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,47.0
248.0,2011-01-11,1,0,1,16.0,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,76.0
249.0,2011-01-11,1,0,1,17.0,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,136.0
250.0,2011-01-11,1,0,1,18.0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,95.0
251.0,2011-01-11,1,0,1,19.0,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,51.0
252.0,2011-01-11,1,0,1,20.0,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,32.0
253.0,2011-01-11,1,0,1,21.0,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,20.0
254.0,2011-01-11,1,0,1,22.0,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,29.0
255.0,2011-01-11,1,0,1,23.0,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,19.0
256.0,2011-01-12,1,0,1,0.0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,7.0
257.0,2011-01-12,1,0,1,1.0,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,6.0
258.0,2011-01-12,1,0,1,2.0,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,1.0
259.0,2011-01-12,1,0,1,5.0,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5.0
260.0,2011-01-12,1,0,1,6.0,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,16.0
261.0,2011-01-12,1,0,1,7.0,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,54.0
262.0,2011-01-12,1,0,1,8.0,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,128.0
263.0,2011-01-12,1,0,1,9.0,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,81.0
264.0,2011-01-12,1,0,1,10.0,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,39.0
265.0,2011-01-12,1,0,1,11.0,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,35.0
266.0,2011-01-12,1,0,1,12.0,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,55.0
267.0,2011-01-12,1,0,1,13.0,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,49.0
268.0,2011-01-12,1,0,1,14.0,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,44.0
269.0,2011-01-12,1,0,1,15.0,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,49.0
270.0,2011-01-12,1,0,1,16.0,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,68.0
271.0,2011-01-12,1,0,1,17.0,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,139.0
272.0,2011-01-12,1,0,1,18.0,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,137.0
273.0,2011-01-12,1,0,1,19.0,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,83.0
274.0,2011-01-12,1,0,1,20.0,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,56.0
275.0,2011-01-12,1,0,1,21.0,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,57.0
276.0,2011-01-12,1,0,1,22.0,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,33.0
277.0,2011-01-12,1,0,1,23.0,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,20.0
278.0,2011-01-13,1,0,1,0.0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,7.0
279.0,2011-01-13,1,0,1,1.0,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,2.0
280.0,2011-01-13,1,0,1,2.0,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,2.0
281.0,2011-01-13,1,0,1,3.0,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,3.0
282.0,2011-01-13,1,0,1,4.0,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,4.0
283.0,2011-01-13,1,0,1,5.0,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,3.0
284.0,2011-01-13,1,0,1,6.0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,28.0
285.0,2011-01-13,1,0,1,7.0,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,72.0
286.0,2011-01-13,1,0,1,8.0,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,202.0
287.0,2011-01-13,1,0,1,9.0,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,139.0
288.0,2011-01-13,1,0,1,10.0,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,38.0
289.0,2011-01-13,1,0,1,11.0,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,37.0
290.0,2011-01-13,1,0,1,12.0,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,52.0
291.0,2011-01-13,1,0,1,13.0,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,83.0
292.0,2011-01-13,1,0,1,14.0,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,42.0
293.0,2011-01-13,1,0,1,15.0,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,60.0
294.0,2011-01-13,1,0,1,16.0,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,78.0
295.0,2011-01-13,1,0,1,17.0,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,162.0
296.0,2011-01-13,1,0,1,18.0,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,144.0
297.0,2011-01-13,1,0,1,19.0,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,99.0
298.0,2011-01-13,1,0,1,20.0,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,64.0
299.0,2011-01-13,1,0,1,21.0,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,40.0
300.0,2011-01-13,1,0,1,22.0,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,30.0
301.0,2011-01-13,1,0,1,23.0,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,15.0
302.0,2011-01-14,1,0,1,0.0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,14.0
303.0,2011-01-14,1,0,1,1.0,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,5.0
304.0,2011-01-14,1,0,1,2.0,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,1.0
305.0,2011-01-14,1,0,1,3.0,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,1.0
306.0,2011-01-14,1,0,1,5.0,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,8.0
307.0,2011-01-14,1,0,1,6.0,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,17.0
308.0,2011-01-14,1,0,1,7.0,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,70.0
309.0,2011-01-14,1,0,1,8.0,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,158.0
310.0,2011-01-14,1,0,1,9.0,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,117.0
311.0,2011-01-14,1,0,1,10.0,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,44.0
312.0,2011-01-14,1,0,1,11.0,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,53.0
313.0,2011-01-14,1,0,1,12.0,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,61.0
314.0,2011-01-14,1,0,1,13.0,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,77.0
315.0,2011-01-14,1,0,1,14.0,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,64.0
316.0,2011-01-14,1,0,1,15.0,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,68.0
317.0,2011-01-14,1,0,1,16.0,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,90.0
318.0,2011-01-14,1,0,1,17.0,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,159.0
319.0,2011-01-14,1,0,1,18.0,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,139.0
320.0,2011-01-14,1,0,1,19.0,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,92.0
321.0,2011-01-14,1,0,1,20.0,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,68.0
322.0,2011-01-14,1,0,1,21.0,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,52.0
323.0,2011-01-14,1,0,1,22.0,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,36.0
324.0,2011-01-14,1,0,1,23.0,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,27.0
325.0,2011-01-15,1,0,1,0.0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,28.0
326.0,2011-01-15,1,0,1,1.0,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,20.0
327.0,2011-01-15,1,0,1,2.0,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,12.0
328.0,2011-01-15,1,0,1,3.0,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,8.0
329.0,2011-01-15,1,0,1,4.0,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,5.0
330.0,2011-01-15,1,0,1,5.0,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,1.0
331.0,2011-01-15,1,0,1,6.0,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,3.0
332.0,2011-01-15,1,0,1,7.0,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,10.0
333.0,2011-01-15,1,0,1,8.0,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,23.0
334.0,2011-01-15,1,0,1,9.0,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,33.0
335.0,2011-01-15,1,0,1,10.0,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,59.0
336.0,2011-01-15,1,0,1,11.0,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,72.0
337.0,2011-01-15,1,0,1,12.0,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,89.0
338.0,2011-01-15,1,0,1,13.0,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,101.0
339.0,2011-01-15,1,0,1,14.0,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,118.0
340.0,2011-01-15,1,0,1,15.0,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,129.0
341.0,2011-01-15,1,0,1,16.0,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,128.0
342.0,2011-01-15,1,0,1,17.0,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,83.0
343.0,2011-01-15,1,0,1,18.0,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,84.0
344.0,2011-01-15,1,0,1,19.0,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,74.0
345.0,2011-01-15,1,0,1,20.0,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,41.0
346.0,2011-01-15,1,0,1,21.0,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,57.0
347.0,2011-01-15,1,0,1,22.0,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,26.0
348.0,2011-01-15,1,0,1,23.0,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,44.0
349.0,2011-01-16,1,0,1,0.0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,39.0
350.0,2011-01-16,1,0,1,1.0,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,23.0
351.0,2011-01-16,1,0,1,2.0,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,16.0
352.0,2011-01-16,1,0,1,3.0,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,15.0
353.0,2011-01-16,1,0,1,4.0,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,1.0
354.0,2011-01-16,1,0,1,5.0,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,2.0
355.0,2011-01-16,1,0,1,6.0,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,1.0
356.0,2011-01-16,1,0,1,7.0,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,3.0
357.0,2011-01-16,1,0,1,8.0,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,18.0
358.0,2011-01-16,1,0,1,9.0,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,32.0
359.0,2011-01-16,1,0,1,10.0,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,79.0
360.0,2011-01-16,1,0,1,11.0,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,93.0
361.0,2011-01-16,1,0,1,12.0,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,104.0
362.0,2011-01-16,1,0,1,13.0,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,118.0
363.0,2011-01-16,1,0,1,14.0,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,91.0
364.0,2011-01-16,1,0,1,15.0,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,113.0
365.0,2011-01-16,1,0,1,16.0,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,99.0
366.0,2011-01-16,1,0,1,17.0,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,105.0
367.0,2011-01-16,1,0,1,18.0,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,67.0
368.0,2011-01-16,1,0,1,19.0,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,61.0
369.0,2011-01-16,1,0,1,20.0,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,57.0
370.0,2011-01-16,1,0,1,21.0,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,28.0
371.0,2011-01-16,1,0,1,22.0,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,21.0
372.0,2011-01-16,1,0,1,23.0,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,18.0
373.0,2011-01-17,1,0,1,0.0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,17.0
374.0,2011-01-17,1,0,1,1.0,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,16.0
375.0,2011-01-17,1,0,1,2.0,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,8.0
376.0,2011-01-17,1,0,1,3.0,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,2.0
377.0,2011-01-17,1,0,1,4.0,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,3.0
378.0,2011-01-17,1,0,1,5.0,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,1.0
379.0,2011-01-17,1,0,1,6.0,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,5.0
380.0,2011-01-17,1,0,1,7.0,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,13.0
381.0,2011-01-17,1,0,1,8.0,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,33.0
382.0,2011-01-17,1,0,1,9.0,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,47.0
383.0,2011-01-17,1,0,1,10.0,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,57.0
384.0,2011-01-17,1,0,1,11.0,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,64.0
385.0,2011-01-17,1,0,1,12.0,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,80.0
386.0,2011-01-17,1,0,1,13.0,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,93.0
387.0,2011-01-17,1,0,1,14.0,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,86.0
388.0,2011-01-17,1,0,1,15.0,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,93.0
389.0,2011-01-17,1,0,1,16.0,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,82.0
390.0,2011-01-17,1,0,1,17.0,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,71.0
391.0,2011-01-17,1,0,1,18.0,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,92.0
392.0,2011-01-17,1,0,1,19.0,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,60.0
393.0,2011-01-17,1,0,1,20.0,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,33.0
394.0,2011-01-17,1,0,1,21.0,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,27.0
395.0,2011-01-17,1,0,1,22.0,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,13.0
396.0,2011-01-17,1,0,1,23.0,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,4.0
397.0,2011-01-18,1,0,1,12.0,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,3.0
398.0,2011-01-18,1,0,1,13.0,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,22.0
399.0,2011-01-18,1,0,1,14.0,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,28.0
400.0,2011-01-18,1,0,1,15.0,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,35.0
401.0,2011-01-18,1,0,1,16.0,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,61.0
402.0,2011-01-18,1,0,1,17.0,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,125.0
403.0,2011-01-18,1,0,1,18.0,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,133.0
404.0,2011-01-18,1,0,1,19.0,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,99.0
405.0,2011-01-18,1,0,1,20.0,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,83.0
406.0,2011-01-18,1,0,1,21.0,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,41.0
407.0,2011-01-18,1,0,1,22.0,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,33.0
408.0,2011-01-18,1,0,1,23.0,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,20.0
409.0,2011-01-19,1,0,1,0.0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,3.0
410.0,2011-01-19,1,0,1,1.0,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,7.0
411.0,2011-01-19,1,0,1,2.0,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,3.0
412.0,2011-01-19,1,0,1,4.0,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,2.0
413.0,2011-01-19,1,0,1,5.0,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,7.0
414.0,2011-01-19,1,0,1,6.0,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,32.0
415.0,2011-01-19,1,0,1,7.0,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,90.0
416.0,2011-01-19,1,0,1,8.0,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,197.0
417.0,2011-01-19,1,0,1,9.0,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,109.0
418.0,2011-01-19,1,0,1,10.0,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,47.0
419.0,2011-01-19,1,0,1,11.0,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,52.0
420.0,2011-01-19,1,0,1,12.0,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,70.0
421.0,2011-01-19,1,0,1,13.0,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,78.0
422.0,2011-01-19,1,0,1,14.0,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,75.0
423.0,2011-01-19,1,0,1,15.0,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,82.0
424.0,2011-01-19,1,0,1,16.0,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,104.0
425.0,2011-01-19,1,0,1,17.0,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,197.0
426.0,2011-01-19,1,0,1,18.0,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,161.0
427.0,2011-01-19,1,0,1,19.0,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,112.0
428.0,2011-01-19,1,0,1,20.0,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,76.0
429.0,2011-01-19,1,0,1,21.0,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,59.0
430.0,2011-01-19,1,0,1,22.0,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,59.0
431.0,2011-01-19,1,0,1,23.0,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,28.0
432.0,2011-01-20,1,0,1,0.0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,13.0
433.0,2011-01-20,1,0,1,1.0,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,5.0
434.0,2011-01-20,1,0,1,2.0,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,2.0
435.0,2011-01-20,1,0,1,3.0,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1.0
436.0,2011-01-20,1,0,1,4.0,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,1.0
437.0,2011-01-20,1,0,1,5.0,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,6.0
438.0,2011-01-20,1,0,1,6.0,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,35.0
439.0,2011-01-20,1,0,1,7.0,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,101.0
440.0,2011-01-20,1,0,1,8.0,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,249.0
441.0,2011-01-20,1,0,1,9.0,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,143.0
442.0,2011-01-20,1,0,1,10.0,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,57.0
443.0,2011-01-20,1,0,1,11.0,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,68.0
444.0,2011-01-20,1,0,1,12.0,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,84.0
445.0,2011-01-20,1,0,1,13.0,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,98.0
446.0,2011-01-20,1,0,1,14.0,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,81.0
447.0,2011-01-20,1,0,1,15.0,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,70.0
448.0,2011-01-20,1,0,1,16.0,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,91.0
449.0,2011-01-20,1,0,1,17.0,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,215.0
450.0,2011-01-20,1,0,1,18.0,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,185.0
451.0,2011-01-20,1,0,1,19.0,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,152.0
452.0,2011-01-20,1,0,1,20.0,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,126.0
453.0,2011-01-20,1,0,1,21.0,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,57.0
454.0,2011-01-20,1,0,1,22.0,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,56.0
455.0,2011-01-20,1,0,1,23.0,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,31.0
456.0,2011-01-21,1,0,1,0.0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,21.0
457.0,2011-01-21,1,0,1,1.0,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,6.0
458.0,2011-01-21,1,0,1,2.0,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,2.0
459.0,2011-01-21,1,0,1,3.0,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,1.0
460.0,2011-01-21,1,0,1,4.0,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,1.0
461.0,2011-01-21,1,0,1,5.0,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,5.0
462.0,2011-01-21,1,0,1,6.0,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,27.0
463.0,2011-01-21,1,0,1,7.0,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,68.0
464.0,2011-01-21,1,0,1,8.0,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,217.0
465.0,2011-01-21,1,0,1,9.0,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,166.0
466.0,2011-01-21,1,0,1,10.0,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,63.0
467.0,2011-01-21,1,0,1,11.0,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,59.0
468.0,2011-01-21,1,0,1,12.0,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,78.0
469.0,2011-01-21,1,0,1,13.0,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,73.0
470.0,2011-01-21,1,0,1,14.0,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,62.0
471.0,2011-01-21,1,0,1,15.0,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,65.0
472.0,2011-01-21,1,0,1,16.0,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,97.0
473.0,2011-01-21,1,0,1,17.0,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,161.0
474.0,2011-01-21,1,0,1,18.0,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,120.0
475.0,2011-01-21,1,0,1,19.0,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,96.0
476.0,2011-01-21,1,0,1,20.0,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,53.0
477.0,2011-01-21,1,0,1,21.0,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,41.0
478.0,2011-01-21,1,0,1,22.0,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,34.0
479.0,2011-01-21,1,0,1,23.0,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,27.0
480.0,2011-01-22,1,0,1,0.0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,13.0
481.0,2011-01-22,1,0,1,1.0,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12,12.0
482.0,2011-01-22,1,0,1,2.0,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,11.0
483.0,2011-01-22,1,0,1,3.0,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,7.0
484.0,2011-01-22,1,0,1,4.0,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,3.0
485.0,2011-01-22,1,0,1,6.0,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,2.0
486.0,2011-01-22,1,0,1,7.0,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,8.0
487.0,2011-01-22,1,0,1,8.0,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,27.0
488.0,2011-01-22,1,0,1,9.0,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,40.0
489.0,2011-01-22,1,0,1,10.0,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,53.0
